AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability,Predicted_CLTV
Mid-Age (30–50),80K-120K,Credit Card,0.874,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,8809.881383014386
Young (<30),40K-80K,Chequing Account,0.63,0.0
Young (<30),40K-80K,Credit Card,0.628,3863.0527080876873
Young (<30),40K-80K,Credit Card,0.501,0.0
Mid-Age (30–50),<40K,Credit Card,0.377,12434.075753844078
Senior (50+),80K-120K,Mortgage,0.983,6513.620310616476
Mid-Age (30–50),40K-80K,Chequing Account,0.616,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.892,888.4974285758271
Young (<30),40K-80K,Credit Card,0.434,4921.417981006762
Senior (50+),40K-80K,Mortgage,0.962,2551.225085244997
Senior (50+),40K-80K,Mortgage,0.917,8098.276013772827
Young (<30),40K-80K,Investment,0.64,0.0
Young (<30),<40K,Chequing Account,0.544,612.8700063391898
Senior (50+),80K-120K,Chequing Account,0.607,8457.6229766793
Senior (50+),40K-80K,Chequing Account,0.601,7613.004849388466
Mid-Age (30–50),40K-80K,Mortgage,0.527,0.0
Senior (50+),80K-120K,Chequing Account,0.756,0.0
Senior (50+),80K-120K,Mortgage,1.0,7239.539703470031
Senior (50+),40K-80K,Mortgage,0.806,6106.618934844133
Senior (50+),40K-80K,Chequing Account,0.659,-1988.740249608817
Young (<30),40K-80K,Mortgage,0.691,-243.8131174193577
Senior (50+),40K-80K,Chequing Account,0.684,1034.633345619869
Mid-Age (30–50),40K-80K,Chequing Account,0.85,5152.841460520458
Mid-Age (30–50),<40K,Mortgage,0.461,-502.4582047942722
Mid-Age (30–50),80K-120K,Chequing Account,0.914,3855.5858630168113
Senior (50+),40K-80K,Chequing Account,0.674,0.0
Senior (50+),<40K,Credit Card,0.386,6800.986963591649
Senior (50+),40K-80K,Mortgage,0.493,0.0
Senior (50+),40K-80K,Chequing Account,0.617,0.0
Senior (50+),80K-120K,Mortgage,1.0,7382.112559267176
Mid-Age (30–50),40K-80K,Chequing Account,0.58,0.0
Young (<30),40K-80K,Mortgage,1.0,4325.7405844658915
Young (<30),40K-80K,Credit Card,0.709,411.7517709547492
Senior (50+),80K-120K,Credit Card,0.922,2962.871010983693
Senior (50+),80K-120K,Investment,1.0,7482.5250027554375
Young (<30),80K-120K,Investment,0.659,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.785,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.655,9091.217693292674
Senior (50+),40K-80K,Investment,0.861,2308.9585166679453
Mid-Age (30–50),80K-120K,Mortgage,1.0,9042.455113097947
Senior (50+),40K-80K,Credit Card,0.633,5158.459072557545
Senior (50+),40K-80K,Credit Card,0.447,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.908,1463.4781468166057
Mid-Age (30–50),80K-120K,Credit Card,1.0,2573.017624771318
Young (<30),80K-120K,Mortgage,0.747,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.839,4379.944697508519
Senior (50+),80K-120K,Chequing Account,0.852,9063.021477082799
Mid-Age (30–50),40K-80K,Chequing Account,1.0,5470.020389162246
Mid-Age (30–50),40K-80K,Credit Card,0.68,2145.23369054617
Senior (50+),80K-120K,Mortgage,0.659,6785.3787208554695
Senior (50+),40K-80K,Investment,0.637,0.0
Mid-Age (30–50),<40K,Mortgage,0.541,0.0
Senior (50+),<40K,Credit Card,0.69,6266.4491181361645
Young (<30),40K-80K,Chequing Account,0.787,2776.4955540953833
Mid-Age (30–50),<40K,Mortgage,0.654,4558.718283802806
Young (<30),40K-80K,Investment,0.607,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.892,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.761,3089.4427552703573
Mid-Age (30–50),80K-120K,Chequing Account,0.755,0.0
Senior (50+),80K-120K,Credit Card,1.0,7295.764269423415
Mid-Age (30–50),80K-120K,Mortgage,0.864,1549.892259363788
Senior (50+),80K-120K,Credit Card,0.841,3757.36503668604
Mid-Age (30–50),40K-80K,Investment,0.701,8424.076056572765
Young (<30),40K-80K,Investment,0.679,-1921.9870119607885
Senior (50+),40K-80K,Investment,0.708,0.0
Young (<30),80K-120K,Chequing Account,0.726,683.5157040351123
Young (<30),80K-120K,Chequing Account,1.0,1269.3549863078197
Senior (50+),80K-120K,Chequing Account,0.725,5499.9563597335
Mid-Age (30–50),80K-120K,Credit Card,0.951,10134.729946732767
Senior (50+),120K–200K,Chequing Account,1.0,5784.4481636905875
Mid-Age (30–50),80K-120K,Credit Card,0.698,9183.9805118793
Young (<30),40K-80K,Mortgage,0.573,4784.848941822498
Young (<30),80K-120K,Mortgage,0.834,4664.729628801126
Mid-Age (30–50),80K-120K,Chequing Account,0.716,10708.096006637334
Senior (50+),<40K,Credit Card,0.839,3956.4738974715874
Senior (50+),40K-80K,Mortgage,0.742,6453.134381964568
Senior (50+),40K-80K,Credit Card,0.403,0.0
Senior (50+),40K-80K,Chequing Account,0.778,0.0
Mid-Age (30–50),40K-80K,Investment,0.601,0.0
Young (<30),80K-120K,Investment,0.725,5762.477290898751
Senior (50+),80K-120K,Mortgage,1.0,10585.69313848153
Young (<30),80K-120K,Investment,0.923,3051.277995698916
Senior (50+),80K-120K,Mortgage,0.732,7175.020962507933
Mid-Age (30–50),80K-120K,Credit Card,0.506,-4757.6455153234165
Young (<30),40K-80K,Chequing Account,0.524,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.738,6602.87534863409
Young (<30),80K-120K,Chequing Account,0.668,-469.84676014764045
Young (<30),<40K,Chequing Account,0.616,5476.28661027994
Senior (50+),40K-80K,Credit Card,0.848,0.0
Mid-Age (30–50),<40K,Mortgage,0.806,-643.3001295283611
Mid-Age (30–50),40K-80K,Credit Card,0.809,11249.900522788224
Senior (50+),80K-120K,Credit Card,0.669,2818.673786552822
Senior (50+),40K-80K,Chequing Account,0.476,0.0
Senior (50+),40K-80K,Chequing Account,0.865,5608.176140411841
Mid-Age (30–50),40K-80K,Chequing Account,0.459,0.0
Senior (50+),80K-120K,Chequing Account,0.972,4598.8661717935065
Mid-Age (30–50),40K-80K,Credit Card,0.532,0.0
Young (<30),40K-80K,Chequing Account,0.93,-1439.4376370059063
Senior (50+),80K-120K,Chequing Account,0.895,2128.8450077395146
Mid-Age (30–50),40K-80K,Mortgage,0.834,-2915.1951174472842
Mid-Age (30–50),80K-120K,Chequing Account,1.0,6141.074280619878
Senior (50+),40K-80K,Mortgage,0.496,7852.70490835531
Young (<30),40K-80K,Investment,0.522,11319.785423041942
Young (<30),40K-80K,Mortgage,0.674,9202.267057849138
Young (<30),80K-120K,Investment,0.613,-2877.8209054160116
Mid-Age (30–50),40K-80K,Investment,0.764,11782.097645228096
Mid-Age (30–50),40K-80K,Chequing Account,0.879,8683.657712924876
Mid-Age (30–50),40K-80K,Mortgage,0.686,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.834,-2127.792367750684
Young (<30),40K-80K,Credit Card,0.701,8079.40189583547
Young (<30),40K-80K,Chequing Account,0.558,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.976,8590.65197335676
Mid-Age (30–50),40K-80K,Credit Card,0.875,8402.665473004638
Senior (50+),120K–200K,Mortgage,1.0,4114.117650690334
Mid-Age (30–50),40K-80K,Mortgage,0.882,6289.824662949584
Mid-Age (30–50),80K-120K,Mortgage,0.707,7536.3021235165015
Young (<30),80K-120K,Chequing Account,0.855,0.0
Senior (50+),80K-120K,Chequing Account,1.0,-1327.9784292966651
Mid-Age (30–50),120K–200K,Mortgage,1.0,12492.576463727135
Senior (50+),80K-120K,Investment,0.985,-2456.6613232490777
Senior (50+),40K-80K,Chequing Account,0.482,8121.917612615667
Mid-Age (30–50),<40K,Credit Card,0.448,0.0
Young (<30),40K-80K,Credit Card,0.909,1937.006199040251
Mid-Age (30–50),80K-120K,Investment,1.0,7595.214425323789
Senior (50+),80K-120K,Chequing Account,0.832,7162.753325370075
Young (<30),80K-120K,Credit Card,0.81,11105.791219492496
Mid-Age (30–50),40K-80K,Credit Card,0.57,-1878.205225959976
Senior (50+),80K-120K,Chequing Account,0.662,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.715,0.0
Senior (50+),40K-80K,Investment,0.487,3102.4388199112027
Mid-Age (30–50),40K-80K,Mortgage,0.644,1197.6616582516936
Senior (50+),120K–200K,Chequing Account,0.767,12730.869857273738
Young (<30),<40K,Chequing Account,0.574,10332.026496454737
Senior (50+),80K-120K,Credit Card,1.0,4326.853900081904
Mid-Age (30–50),40K-80K,Chequing Account,0.658,7435.568239337565
Mid-Age (30–50),40K-80K,Credit Card,0.611,3826.5294861261737
Mid-Age (30–50),80K-120K,Chequing Account,1.0,8757.945166495896
Mid-Age (30–50),80K-120K,Investment,0.668,-4845.809990518049
Young (<30),40K-80K,Credit Card,0.671,7724.198282571246
Senior (50+),40K-80K,Chequing Account,0.746,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,3439.255521137472
Mid-Age (30–50),80K-120K,Chequing Account,0.735,4447.373652273327
Senior (50+),80K-120K,Credit Card,1.0,8490.087129165713
Young (<30),80K-120K,Credit Card,0.752,2508.76625428212
Mid-Age (30–50),80K-120K,Mortgage,0.809,3454.8403788838414
Mid-Age (30–50),80K-120K,Chequing Account,0.673,0.0
Young (<30),40K-80K,Investment,0.67,-2082.6028231214495
Mid-Age (30–50),80K-120K,Chequing Account,0.732,9068.253122930504
Mid-Age (30–50),40K-80K,Mortgage,0.844,6461.671164016207
Young (<30),<40K,Credit Card,0.554,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.861,-106.7236218946573
Mid-Age (30–50),40K-80K,Credit Card,0.409,0.0
Senior (50+),40K-80K,Mortgage,0.699,863.9740449152214
Young (<30),40K-80K,Chequing Account,0.563,0.0
Young (<30),40K-80K,Chequing Account,0.737,-4765.676984780272
Senior (50+),40K-80K,Chequing Account,0.728,-1183.5399858528667
Young (<30),40K-80K,Mortgage,0.595,10379.720014083847
Senior (50+),80K-120K,Credit Card,0.694,2864.349232303208
Young (<30),80K-120K,Investment,0.636,2948.103512471662
Senior (50+),80K-120K,Chequing Account,0.821,8183.204275123428
Young (<30),40K-80K,Mortgage,0.514,0.0
Mid-Age (30–50),<40K,Investment,0.448,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,9604.965846902081
Young (<30),80K-120K,Credit Card,0.675,572.2456058371863
Mid-Age (30–50),40K-80K,Credit Card,0.453,0.0
Senior (50+),80K-120K,Credit Card,0.862,1829.9573693468465
Young (<30),80K-120K,Chequing Account,0.641,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.827,6502.109916984906
Young (<30),80K-120K,Mortgage,0.758,-106.57720749710006
Young (<30),40K-80K,Credit Card,0.436,0.0
Senior (50+),40K-80K,Credit Card,0.87,1417.3326878315156
Mid-Age (30–50),80K-120K,Chequing Account,1.0,11491.761746789894
Mid-Age (30–50),40K-80K,Investment,0.815,10972.396738552143
Young (<30),40K-80K,Investment,0.824,-2389.626259970371
Mid-Age (30–50),80K-120K,Mortgage,0.666,1710.4558500742187
Mid-Age (30–50),<40K,Investment,0.292,0.0
Senior (50+),80K-120K,Credit Card,0.897,-4839.184631858965
Mid-Age (30–50),40K-80K,Credit Card,0.721,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.735,-914.0285088474325
Young (<30),80K-120K,Mortgage,1.0,9607.843182530214
Senior (50+),40K-80K,Investment,0.703,0.0
Senior (50+),40K-80K,Chequing Account,0.342,7240.1072266976225
Mid-Age (30–50),80K-120K,Mortgage,0.595,8657.28230166308
Mid-Age (30–50),80K-120K,Credit Card,0.899,12866.490884258863
Senior (50+),80K-120K,Mortgage,0.76,6227.236422925047
Mid-Age (30–50),80K-120K,Credit Card,1.0,-3675.19945099282
Young (<30),<40K,Mortgage,0.596,0.0
Senior (50+),80K-120K,Mortgage,0.874,1992.8880596474155
Young (<30),40K-80K,Mortgage,0.683,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.489,0.0
Senior (50+),40K-80K,Mortgage,0.639,696.8880433932327
Senior (50+),80K-120K,Mortgage,1.0,9768.101130099856
Senior (50+),40K-80K,Credit Card,0.687,7734.525169913582
Senior (50+),40K-80K,Chequing Account,0.754,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.521,0.0
Young (<30),<40K,Credit Card,0.417,3917.5682522285824
Senior (50+),40K-80K,Investment,0.491,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.816,-1453.612216447104
Mid-Age (30–50),80K-120K,Mortgage,0.746,6026.755777558787
Young (<30),80K-120K,Credit Card,0.599,0.0
Young (<30),40K-80K,Chequing Account,0.511,0.0
Senior (50+),40K-80K,Investment,0.548,763.6988171888743
Mid-Age (30–50),<40K,Mortgage,0.585,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.616,11395.327803320673
Mid-Age (30–50),80K-120K,Credit Card,0.881,11907.534075892709
Mid-Age (30–50),40K-80K,Investment,0.67,8456.749491479599
Mid-Age (30–50),<40K,Credit Card,0.603,0.0
Young (<30),40K-80K,Chequing Account,0.82,8062.389852628074
Senior (50+),<40K,Chequing Account,0.59,0.0
Senior (50+),80K-120K,Chequing Account,0.968,11671.19437194915
Senior (50+),40K-80K,Chequing Account,0.84,2274.1509206205774
Young (<30),40K-80K,Chequing Account,0.634,0.0
Young (<30),80K-120K,Credit Card,0.852,6202.68664726034
Young (<30),80K-120K,Mortgage,0.739,5844.4320753774955
Mid-Age (30–50),40K-80K,Investment,0.574,5892.122862357903
Mid-Age (30–50),40K-80K,Chequing Account,0.866,7063.387447792271
Senior (50+),40K-80K,Credit Card,0.459,0.0
Young (<30),40K-80K,Mortgage,0.457,0.0
Senior (50+),80K-120K,Chequing Account,0.747,3995.3112210690088
Senior (50+),40K-80K,Chequing Account,0.735,7233.803226598446
Young (<30),80K-120K,Mortgage,0.712,6643.931583372736
Senior (50+),80K-120K,Credit Card,0.847,4352.116818345596
Mid-Age (30–50),<40K,Mortgage,0.252,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.656,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.815,8064.493719730219
Mid-Age (30–50),<40K,Chequing Account,0.383,0.0
Senior (50+),<40K,Chequing Account,0.601,13105.07806110569
Young (<30),40K-80K,Chequing Account,0.672,8509.120305922295
Senior (50+),40K-80K,Credit Card,0.996,-1951.5084712420166
Young (<30),80K-120K,Credit Card,0.816,11187.080215996815
Senior (50+),40K-80K,Investment,0.868,11018.791257866305
Senior (50+),40K-80K,Credit Card,0.831,4957.561905898536
Senior (50+),80K-120K,Investment,0.655,3511.931307685969
Mid-Age (30–50),40K-80K,Mortgage,0.69,4912.566669346892
Mid-Age (30–50),80K-120K,Investment,0.617,0.0
Mid-Age (30–50),120K–200K,Chequing Account,0.967,4878.942652375545
Senior (50+),40K-80K,Mortgage,0.69,0.0
Senior (50+),40K-80K,Credit Card,0.907,5940.198340297999
Mid-Age (30–50),80K-120K,Chequing Account,0.887,5146.046853341024
Senior (50+),40K-80K,Credit Card,0.497,3116.8470689027818
Young (<30),40K-80K,Chequing Account,1.0,4648.210991834478
Young (<30),40K-80K,Investment,0.431,0.0
Young (<30),80K-120K,Credit Card,0.604,3234.6411302746747
Senior (50+),40K-80K,Chequing Account,0.863,3870.731482173842
Senior (50+),40K-80K,Chequing Account,0.982,1642.9539231579774
Senior (50+),40K-80K,Investment,0.54,0.0
Mid-Age (30–50),<40K,Mortgage,0.572,4342.700090752973
Mid-Age (30–50),80K-120K,Credit Card,1.0,2591.47636057628
Young (<30),40K-80K,Chequing Account,0.887,6385.270888736382
Senior (50+),40K-80K,Credit Card,0.931,-3760.0409963570737
Mid-Age (30–50),80K-120K,Investment,0.93,8236.87837756778
Senior (50+),80K-120K,Credit Card,0.628,3370.1188567191057
Young (<30),80K-120K,Chequing Account,1.0,3905.63761998026
Mid-Age (30–50),40K-80K,Investment,0.976,4933.601309862728
Mid-Age (30–50),40K-80K,Mortgage,0.481,0.0
Mid-Age (30–50),<40K,Chequing Account,0.363,7049.369001477438
Young (<30),40K-80K,Credit Card,0.818,13147.377523236195
Young (<30),<40K,Mortgage,0.552,-412.93172445130676
Mid-Age (30–50),40K-80K,Chequing Account,0.685,9485.654440070308
Mid-Age (30–50),40K-80K,Credit Card,0.593,0.0
Young (<30),80K-120K,Credit Card,0.979,4651.336297161939
Senior (50+),40K-80K,Credit Card,0.92,4571.070132792815
Senior (50+),80K-120K,Credit Card,1.0,7972.914747770323
Young (<30),40K-80K,Chequing Account,0.975,3430.8353155556615
Young (<30),40K-80K,Mortgage,1.0,5887.738654490446
Mid-Age (30–50),80K-120K,Chequing Account,0.855,7065.709784392715
Mid-Age (30–50),40K-80K,Chequing Account,0.993,4743.571448325498
Mid-Age (30–50),40K-80K,Chequing Account,0.433,7468.474793701174
Mid-Age (30–50),80K-120K,Investment,0.965,-907.3147328181985
Senior (50+),40K-80K,Investment,0.649,8597.567401546525
Young (<30),40K-80K,Chequing Account,0.526,0.0
Senior (50+),40K-80K,Credit Card,0.867,2189.7967621342887
Mid-Age (30–50),40K-80K,Mortgage,0.608,0.0
Senior (50+),40K-80K,Chequing Account,0.751,2587.2003502028037
Mid-Age (30–50),80K-120K,Investment,0.801,4970.276987012865
Senior (50+),40K-80K,Credit Card,0.918,879.5482116202284
Senior (50+),40K-80K,Investment,0.81,7048.503862520523
Senior (50+),80K-120K,Mortgage,0.724,8096.349855464214
Senior (50+),80K-120K,Credit Card,1.0,6888.683353715953
Mid-Age (30–50),<40K,Credit Card,0.497,1778.00331580068
Young (<30),<40K,Mortgage,0.332,5899.309499170769
Mid-Age (30–50),80K-120K,Mortgage,0.694,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.816,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.793,6163.416971567007
Young (<30),40K-80K,Mortgage,0.425,100.08159044568674
Mid-Age (30–50),40K-80K,Mortgage,0.609,3654.6442903254374
Mid-Age (30–50),40K-80K,Credit Card,0.63,2607.9378559548813
Mid-Age (30–50),80K-120K,Chequing Account,0.976,8219.183000658404
Senior (50+),40K-80K,Chequing Account,0.702,0.0
Mid-Age (30–50),<40K,Chequing Account,0.47,0.0
Young (<30),80K-120K,Credit Card,0.879,2795.9770808692147
Mid-Age (30–50),80K-120K,Credit Card,0.97,7760.463056317549
Mid-Age (30–50),40K-80K,Chequing Account,0.634,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.838,761.7659448899094
Senior (50+),80K-120K,Mortgage,0.937,6040.4009035541785
Senior (50+),80K-120K,Chequing Account,0.931,4867.988688922251
Young (<30),40K-80K,Investment,0.639,3962.254597438192
Mid-Age (30–50),40K-80K,Chequing Account,0.692,-2415.6287778732312
Senior (50+),120K–200K,Mortgage,1.0,6367.214027522401
Mid-Age (30–50),40K-80K,Mortgage,0.539,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.737,-4758.947769586478
Senior (50+),40K-80K,Investment,0.634,0.0
Senior (50+),40K-80K,Credit Card,0.848,1465.460096501426
Senior (50+),40K-80K,Chequing Account,0.699,7692.447718644138
Young (<30),40K-80K,Chequing Account,0.955,-874.7157143992076
Young (<30),40K-80K,Credit Card,0.602,8597.938017461152
Senior (50+),80K-120K,Chequing Account,1.0,6094.875623569438
Young (<30),40K-80K,Credit Card,0.823,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.673,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.646,3269.0417333841797
Senior (50+),<40K,Credit Card,0.455,0.0
Senior (50+),40K-80K,Mortgage,0.517,8593.713813005563
Mid-Age (30–50),40K-80K,Investment,0.702,1607.0112061607251
Senior (50+),80K-120K,Credit Card,0.833,9913.772444588258
Young (<30),80K-120K,Investment,0.647,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.559,11252.110630788686
Senior (50+),80K-120K,Credit Card,0.675,0.0
Senior (50+),40K-80K,Credit Card,0.802,7888.344811599634
Mid-Age (30–50),80K-120K,Credit Card,0.913,1241.2148069991363
Mid-Age (30–50),120K–200K,Chequing Account,1.0,5942.1944003511035
Mid-Age (30–50),80K-120K,Mortgage,0.787,3624.5712674135575
Senior (50+),80K-120K,Chequing Account,0.856,3125.5143592991535
Senior (50+),80K-120K,Credit Card,1.0,926.5741022308093
Young (<30),80K-120K,Credit Card,0.827,6075.593940101562
Senior (50+),80K-120K,Chequing Account,0.736,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.79,-1829.3442027973015
Mid-Age (30–50),80K-120K,Mortgage,0.655,2212.13857051016
Mid-Age (30–50),40K-80K,Mortgage,0.578,0.0
Young (<30),80K-120K,Credit Card,0.797,0.0
Young (<30),40K-80K,Credit Card,0.696,3877.05569601165
Mid-Age (30–50),40K-80K,Mortgage,0.942,102.05318461172646
Young (<30),40K-80K,Mortgage,0.549,10068.097262302055
Senior (50+),40K-80K,Mortgage,0.587,9519.877440899729
Senior (50+),80K-120K,Chequing Account,0.735,7783.9837930421945
Senior (50+),<40K,Credit Card,0.816,2407.2533538535163
Senior (50+),40K-80K,Chequing Account,0.691,0.0
Young (<30),80K-120K,Mortgage,1.0,3878.724222213905
Senior (50+),40K-80K,Credit Card,0.68,4181.249919000229
Senior (50+),80K-120K,Chequing Account,0.636,4763.481668559551
Young (<30),<40K,Mortgage,0.676,6936.950276818594
Senior (50+),40K-80K,Credit Card,0.479,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.78,8312.010394410543
Mid-Age (30–50),40K-80K,Chequing Account,0.577,0.0
Senior (50+),40K-80K,Credit Card,0.514,0.0
Young (<30),40K-80K,Chequing Account,0.771,7759.342858945694
Mid-Age (30–50),40K-80K,Credit Card,0.97,1460.7724277465277
Mid-Age (30–50),<40K,Credit Card,0.584,0.0
Senior (50+),80K-120K,Credit Card,0.684,2206.87514180147
Mid-Age (30–50),80K-120K,Chequing Account,0.728,9285.25402345918
Mid-Age (30–50),80K-120K,Investment,1.0,5187.793971028075
Senior (50+),80K-120K,Mortgage,0.692,3156.019151748347
Young (<30),40K-80K,Chequing Account,0.808,-721.646853967959
Senior (50+),80K-120K,Mortgage,0.721,5537.969667983762
Mid-Age (30–50),40K-80K,Mortgage,0.664,1818.8010407070506
Young (<30),80K-120K,Credit Card,0.865,2435.380479895438
Mid-Age (30–50),80K-120K,Chequing Account,1.0,10052.798399025925
Senior (50+),80K-120K,Mortgage,0.718,6515.8005249228045
Senior (50+),40K-80K,Chequing Account,0.56,2181.6398385107987
Mid-Age (30–50),40K-80K,Investment,0.908,0.0
Senior (50+),80K-120K,Chequing Account,0.829,2922.20149454039
Young (<30),40K-80K,Mortgage,0.567,0.0
Senior (50+),40K-80K,Investment,0.771,0.0
Senior (50+),80K-120K,Credit Card,0.908,6761.974619644541
Young (<30),80K-120K,Mortgage,0.731,-277.1186567238783
Mid-Age (30–50),80K-120K,Mortgage,0.829,10584.207257939453
Young (<30),<40K,Chequing Account,0.651,0.0
Young (<30),<40K,Credit Card,0.394,6474.227152820085
Senior (50+),80K-120K,Chequing Account,0.737,5318.7355558877225
Mid-Age (30–50),80K-120K,Investment,0.694,0.0
Young (<30),40K-80K,Mortgage,0.907,8061.395448931829
Senior (50+),80K-120K,Investment,0.808,5285.576251920209
Senior (50+),80K-120K,Investment,1.0,-1268.3792208590435
Young (<30),40K-80K,Chequing Account,0.964,4381.349342276064
Senior (50+),40K-80K,Chequing Account,0.753,4167.582057251282
Young (<30),80K-120K,Mortgage,0.688,8881.084143609101
Young (<30),80K-120K,Chequing Account,0.729,0.0
Senior (50+),40K-80K,Chequing Account,0.527,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.653,5743.857097863825
Mid-Age (30–50),80K-120K,Mortgage,0.938,-3.302712781772243
Young (<30),40K-80K,Investment,0.553,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.688,2634.1756285255124
Senior (50+),40K-80K,Chequing Account,0.821,11426.295025497644
Young (<30),80K-120K,Chequing Account,0.772,1720.8060751477733
Young (<30),40K-80K,Credit Card,0.584,-609.060473764478
Mid-Age (30–50),<40K,Mortgage,0.364,0.0
Senior (50+),<40K,Chequing Account,0.623,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.936,4504.481106391229
Mid-Age (30–50),80K-120K,Credit Card,0.818,4079.482127273426
Mid-Age (30–50),40K-80K,Mortgage,0.782,4496.103864495539
Mid-Age (30–50),40K-80K,Mortgage,0.817,2420.7887268020195
Mid-Age (30–50),40K-80K,Credit Card,0.591,-208.99596626113544
Mid-Age (30–50),40K-80K,Credit Card,0.746,-4809.377673112734
Senior (50+),40K-80K,Chequing Account,0.54,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.778,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.661,498.1312793529205
Young (<30),80K-120K,Chequing Account,0.585,5411.578506001399
Young (<30),40K-80K,Credit Card,0.51,0.0
Senior (50+),40K-80K,Mortgage,0.715,8297.331907887767
Senior (50+),40K-80K,Mortgage,0.516,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.963,9490.4502283576
Senior (50+),80K-120K,Chequing Account,0.692,0.0
Senior (50+),40K-80K,Credit Card,0.729,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.412,-947.8482247044481
Mid-Age (30–50),80K-120K,Chequing Account,0.667,10802.199296592014
Mid-Age (30–50),40K-80K,Chequing Account,0.691,0.0
Senior (50+),80K-120K,Chequing Account,0.712,6524.649268525058
Mid-Age (30–50),80K-120K,Chequing Account,0.693,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.804,4343.99431297875
Mid-Age (30–50),80K-120K,Credit Card,0.691,5331.0284001242235
Senior (50+),80K-120K,Mortgage,0.587,0.0
Young (<30),80K-120K,Chequing Account,0.654,9459.122327690868
Senior (50+),80K-120K,Credit Card,0.736,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,9864.558444371018
Senior (50+),80K-120K,Investment,0.599,-475.8408129054196
Senior (50+),40K-80K,Mortgage,0.74,0.0
Mid-Age (30–50),40K-80K,Investment,0.927,5730.545556591258
Mid-Age (30–50),40K-80K,Credit Card,0.593,0.0
Young (<30),<40K,Chequing Account,0.523,7024.898494890003
Senior (50+),<40K,Mortgage,0.527,1976.2341068961714
Mid-Age (30–50),80K-120K,Mortgage,0.984,10226.45414621628
Young (<30),40K-80K,Chequing Account,0.653,2577.6224290791424
Mid-Age (30–50),<40K,Chequing Account,0.48,7452.408855970525
Mid-Age (30–50),40K-80K,Chequing Account,0.59,8037.385734940446
Senior (50+),40K-80K,Mortgage,0.709,8950.117968521548
Mid-Age (30–50),40K-80K,Credit Card,0.738,-4709.672411620541
Young (<30),80K-120K,Credit Card,0.715,2323.4260928061003
Mid-Age (30–50),40K-80K,Chequing Account,0.703,1761.1727328738516
Mid-Age (30–50),80K-120K,Chequing Account,1.0,-2358.4860987073466
Senior (50+),40K-80K,Credit Card,0.55,2318.2048376909643
Mid-Age (30–50),<40K,Mortgage,0.632,1289.5949613261764
Mid-Age (30–50),40K-80K,Chequing Account,0.701,1418.9879331184902
Mid-Age (30–50),80K-120K,Chequing Account,0.956,2142.6792956689233
Senior (50+),40K-80K,Chequing Account,0.493,0.0
Mid-Age (30–50),80K-120K,Investment,0.918,2837.76808467489
Mid-Age (30–50),40K-80K,Mortgage,0.7,3128.510229791731
Mid-Age (30–50),40K-80K,Chequing Account,0.911,3603.41596105646
Senior (50+),40K-80K,Chequing Account,0.585,0.0
Senior (50+),80K-120K,Chequing Account,0.698,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.943,1647.6539124010033
Young (<30),40K-80K,Chequing Account,0.432,3132.5064239130834
Senior (50+),40K-80K,Chequing Account,0.577,0.0
Young (<30),40K-80K,Credit Card,0.605,0.0
